phase,task,method,perturbation_family,level,trials_per_condition,required,notes
simulation,rotate_object,domain_randomization,tool_extension,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,tool_extension,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,tool_extension,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,tool_extension,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,friction_surface,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,friction_surface,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,friction_surface,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,friction_surface,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,compound,none,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,compound,low,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,compound,medium,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,domain_randomization,compound,high,50,yes,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,latency,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,latency,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,latency,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,latency,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,action_noise,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,action_noise,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,action_noise,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,action_noise,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,joint_range,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,joint_range,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,joint_range,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,joint_range,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,gripper_limit,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,gripper_limit,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,gripper_limit,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,gripper_limit,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,speed_cap,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,speed_cap,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,speed_cap,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,speed_cap,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,calibration_offset,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,calibration_offset,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,calibration_offset,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,calibration_offset,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,camera_shift,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,camera_shift,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,camera_shift,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,camera_shift,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,payload,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,payload,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,payload,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,payload,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,tool_extension,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,tool_extension,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,tool_extension,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,tool_extension,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,friction_surface,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,friction_surface,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,friction_surface,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,friction_surface,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,compound,none,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,compound,low,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,compound,medium,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
simulation,rotate_object,grid_worstcase,compound,high,50,strong_accept_maxout,adaptive boundary search may replace dense level sweep where appropriate
